==23034== NVPROF is profiling process 23034, command: /opt/conda/bin/python3.7 /opt/conda/bin/lightseq-train /tmp/wmt14_en_de/ --task translation --arch ls_transformer_wmt_en_de_big_t2t --encoder-layers 6 --decoder-layers 6 --optimizer ls_adam --adam-betas (0.9, 0.98) --clip-norm 0.0 --lr 5e-4 --lr-scheduler
==23034== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==23034== Profiling application: /opt/conda/bin/python3.7 /opt/conda/bin/lightseq-train /tmp/wmt14_en_de/ --task translation --arch ls_transformer_wmt_en_de_big_t2t --encoder-layers 6 --decoder-layers 6 --optimizer ls_adam --adam-betas (0.9, 0.98) --clip-norm 0.0 --lr 5e-4 --lr-scheduler
==23034== Profiling result:
         Device   Context    Stream                Kernel  inst_executed  inst_per_warp  sm_efficiency  flop_count_hp  flop_count_sp  dram_read_bytes  dram_write_bytes  gld_transactions  gst_transactions         ipc  achieved_occupancy
Tesla V100-SXM2         1         7  void ker_ln_bw_dinp<         610848     303.000000          54.44        2644992        7032816          2197984           2110272            163296             32256    0.766404            0.349440
Tesla V100-SXM2         1         7  ls_dropout_bias_bwd_         317696     155.125000          28.95        2334720          65536          1551104           2685696             96768             34304    0.477419            0.496692
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        2976256    5813.000000          74.45              0        1048576          2064640           2387072            774144             65536    1.352250            0.101014
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        3067107    5990.443359          83.26         524288        2097152          3150528           6243296            802277             64640    0.849743            0.095598
Tesla V100-SXM2         1         7  void transform_0213<         169344      84.000000          36.37              0              0          1034624             49056             32256             32256    0.517563            0.281160
Tesla V100-SXM2         1         7  void cutlass::Kernel        3039744    1979.000000          81.04              0        3145728          1405792           1140640            351927             32256    0.804254            0.117533
Tesla V100-SXM2         1         7  void cutlass::Kernel        3703296    2411.000000          69.41              0        3145728          2064480           1089248            516096             18144    1.575932            0.118622
Tesla V100-SXM2         1         7  ls_dropout_bwd_kerne          42448      63.166667           8.03         338688          21168           275328            274240             15876             10584    0.639884            0.434760
Tesla V100-SXM2         1         7  void ker_attn_softma         322560      40.000000          16.62         677376        1878912           414112            521216             35478             18144    0.789091            0.364297
Tesla V100-SXM2         1         7  void cutlass::Kernel        3039744    1979.000000          68.79              0        3145728          1370976            594240            351905             32256    1.537059            0.115955
Tesla V100-SXM2         1         7  void cutlass::Kernel        3090432    2012.000000          81.54              0        3145728          1406304            843840            346883             32256    0.793159            0.118683
Tesla V100-SXM2         1         7  void transform4d_021         756000     125.000000          53.27              0              0          3099968           4560704             96768             96768    0.758869            0.833764
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        8116224   10568.000000          76.42              0        3145728          4768064           6614464           1548288            196608    1.517389            0.112718
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        7719424   15077.000000          71.49              0        2097152          9388352           4002560           1158866            129024    1.809429            0.124381
Tesla V100-SXM2         1         7  void splitKreduce_ke        1229824     150.125000          70.64        2064384        2580480          4133536           3420448            129024             32256    0.854994            0.854554
Tesla V100-SXM2         1         7  void column_sum_redu         440832     143.500000          59.53        1548288        1944576          3099424           2890944             96768              3072    0.396298            0.607198
Tesla V100-SXM2         1         7  void ker_ln_bw_dgamm        2301952      70.250000          80.89        1097728       12018688          2074848            991456             68608              2048    0.774724            0.905287
Tesla V100-SXM2         1         7  void ker_ln_bw_dinp<         610848     303.000000          53.79        2644992        7032816          3101824           1030240            163296             32256    0.797016            0.345834
Tesla V100-SXM2         1         7  ls_dropout_bias_bwd_         317696     155.125000          42.01        2334720          65536          1548416           1172192             96768             34304    0.601168            0.495840
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10821632   10568.000000          79.60              0        4194304          9311168           8744928           2064384            262144    1.583754            0.111169
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10068992   19666.000000          74.52              0        2097152          9446080           6458112           1518822            129024    1.588780            0.124672
Tesla V100-SXM2         1         7  void ls_dropout_act_        2791168     681.437500          79.16        6193152        9043968         10280768           4638784            451584            129280    0.892153            0.793251
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10821632   10568.000000          79.04              0        4194304          5871168           8767712           2064384            262144    1.623977            0.111144
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10078720   19685.000000          73.18              0        2097152         12517696           4010144           1521990            129024    1.851833            0.124520
Tesla V100-SXM2         1         7  void splitKreduce_ke        1229824     150.125000          70.04        2064384        2580480          4134048           4280736            129024             32256    0.801443            0.872443
Tesla V100-SXM2         1         7  void ker_ln_bw_dgamm        2301952      70.250000          80.69        1097728       12018688          2069216            936128             68608              2048    0.785811            0.903172
Tesla V100-SXM2         1         7  void ker_ln_bw_dinp<         610848     303.000000          63.80        2644992        7032816          2330592           2052672            163296             32256    0.587181            0.358205
Tesla V100-SXM2         1         7  ls_dropout_bias_bwd_         317696     155.125000          43.29        2334720          65536          1548416           1418688             96768             34304    0.574979            0.496017
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        2976256    5813.000000          77.47              0        1048576          2081408           2205536            774144             65536    1.105329            0.099523
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        3066000    5988.281250          84.18         524288        2097152          3150528           6369600            801636             64640    0.838662            0.095677
Tesla V100-SXM2         1         7  void transform_0213<         169344      84.000000          37.44              0              0          1034624             90240             32256             32256    0.490674            0.280948
Tesla V100-SXM2         1         7  void cutlass::Kernel        3039744    1979.000000          68.66              0        3145728          1370976           1367488            351895             32256    1.542588            0.116350
Tesla V100-SXM2         1         7  void cutlass::Kernel        3703296    2411.000000          80.84              0        3145728          2099680           1365664            516096             18144    0.910227            0.118785
Tesla V100-SXM2         1         7  ls_dropout_bwd_kerne          42448      63.166667           7.76         338688          21168           251392            268160             15876             10584    0.678116            0.437459
Tesla V100-SXM2         1         7  void ker_attn_softma         322560      40.000000          38.76         677376        1878912           523936            286816             35510             18144    0.777472            0.390032
Tesla V100-SXM2         1         7  void cutlass::Kernel        3039744    1979.000000          80.51              0        3145728          1405920            536544            351912             32256    0.806996            0.118856
Tesla V100-SXM2         1         7  void cutlass::Kernel        3090432    2012.000000          81.25              0        3145728          1406432            760800            346883             32256    0.815210            0.117502
Tesla V100-SXM2         1         7  void transform4d_021         756000     125.000000          51.81              0              0          2672640           1767328             96768             96768    1.090651            0.771867
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        8116224   10568.000000          75.82              0        3145728          4740160           6648224           1548288            196608    1.521209            0.112661
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        7719424   15077.000000          73.16              0        2097152          9413312           6532960           1158882            129024    1.473146            0.124596
Tesla V100-SXM2         1         7  void splitKreduce_ke        1229824     150.125000          64.85        2064384        2580480          4129824           2051712            129024             32256    1.025590            0.840015
Tesla V100-SXM2         1         7  void column_sum_redu         440832     143.500000          56.82        1548288        1944576          3099168           1327552             96768              3072    0.469966            0.604129
Tesla V100-SXM2         1         7  void ker_ln_bw_dgamm        2301952      70.250000          80.93        1097728       12018688          2074848           1013792             68608              2048    0.773394            0.904234
Tesla V100-SXM2         1         7  void ker_ln_bw_dinp<         610848     303.000000          70.48        2644992        7032816          3112736           4454592            163296             32256    0.421092            0.370977
Tesla V100-SXM2         1         7  ls_dropout_bias_bwd_         317696     155.125000          50.37        2334720          65536          1551104           3676736             96768             34304    0.399394            0.497219
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10821632   10568.000000          75.34              0        4194304          9086656           8318976           2064384            262144    1.858253            0.109309
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10068992   19666.000000          74.30              0        2097152          9446080           4355232           1517136            129024    1.630855            0.124656
Tesla V100-SXM2         1         7  void ls_dropout_act_        2791168     681.437500          80.97        6193152        9043968         10333248           5408992            451584            129280    0.856094            0.791057
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10821632   10568.000000          75.69              0        4194304          5535424           8275584           2064384            262144    1.893350            0.109260
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_       10078720   19685.000000          72.97              0        2097152         12517696           3995456           1521302            129024    1.850952            0.124514
Tesla V100-SXM2         1         7  void splitKreduce_ke        1229824     150.125000          62.30        2064384        2580480          4128800           1865472            129024             32256    1.116700            0.803881
Tesla V100-SXM2         1         7  void ker_ln_bw_dgamm        2301952      70.250000          79.80        1097728       12018688          2075104           2741664             68608              2048    0.773367            0.907835
Tesla V100-SXM2         1         7  void ker_ln_bw_dinp<         610848     303.000000          71.01        2644992        7032816          3112736           4720256            163296             32256    0.407924            0.369365
Tesla V100-SXM2         1         7  ls_dropout_bias_bwd_         317696     155.125000          45.28        2334720          65536          1550720           1241856             96768             34304    0.527796            0.496296
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        2976256    5813.000000          75.74              0        1048576          2064640           2448640            774144             65536    1.334245            0.100692
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        3066606    5989.464844          82.64         524288        2097152          3161856           2025184            801690             64640    0.939381            0.095106
Tesla V100-SXM2         1         7  void transform_0213<         169344      84.000000          43.64              0              0          1035040           1975232             32256             32256    0.319357            0.287401
Tesla V100-SXM2         1         7  void cutlass::Kernel        3039744    1979.000000          82.06              0        3145728          1406432           3216768            351917             32256    0.745127            0.118843
Tesla V100-SXM2         1         7  void cutlass::Kernel        3703296    2411.000000          80.27              0        3145728          2099680           1381632            516096             18144    0.905727            0.119412
Tesla V100-SXM2         1         7  ls_dropout_bwd_kerne          42448      63.166667           9.94         338688          21168           510976           1553344             15876             10584    0.468407            0.458719
Tesla V100-SXM2         1         7  void ker_attn_softma         322560      40.000000          45.50         677376        1878912           679200           2024704             35510             18144    0.609243            0.558988
Tesla V100-SXM2         1         7  void cutlass::Kernel        3039744    1979.000000          80.72              0        3145728          1405792            509024            351912             32256    0.810563            0.118384
Tesla V100-SXM2         1         7  void cutlass::Kernel        3090432    2012.000000          81.95              0        3145728          1408864           4792704            346883             32256    0.743627            0.119881
Tesla V100-SXM2         1         7  void transform4d_021         756000     125.000000          48.57              0              0          2686848           1777952             96768             96768    1.055449            0.760448
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        8116224   10568.000000          75.87              0        3145728          4606912           6976256           1548288            196608    1.505005            0.113736
Tesla V100-SXM2         1         7  volta_fp16_s884gemm_        7719424   15077.000000          73.19              0        2097152          9413312           4687936           1159028            129024    1.512500            0.124597
Tesla V100-SXM2         1         7  void splitKreduce_ke        1229824     150.125000          63.38        2064384        2580480          4133600           2407904            129024             32256    0.994204            0.866245
Tesla V100-SXM2         1         7  void column_sum_redu         440832     143.500000          55.53        1548288        1944576          3096800           1357568             96768              3072    0.467339            0.608278
Tesla V100-SXM2         1         7  void ker_ln_bw_dgamm        2301952      70.250000          80.83        1097728       12018688          2075104           3502752             68608              2048    0.773503            0.905138
Tesla V100-SXM2         1         7  void ker_ln_bw_dinp<         610848     303.000000          55.34        2644992        7032816          3100768           1633920            163296             32256    0.754074            0.350639
Tesla V100-SXM2         1         7  void zero_grads<__ha        1781348      10.999234          94.96              0              0             4832          93936672                 0           2590721    0.139931            0.653071
Tesla V100-SXM2         1         7  void d_lookup_scale_         435456     216.000000          60.06        1032192        1096704          2222208            967616             50400                 0    0.409467            0.357519
Tesla V100-SXM2         1         7  void at::native::vec             80      20.000000           0.22              0              0             1856              1440                 0                 1    0.057143            0.060982
Tesla V100-SXM2         1         7  void at::native::vec            128      32.000000           0.11              0              0                0               128                 0                40    0.205788            0.061395
Tesla V100-SXM2         1         7  _Z25multi_tensor_app        5927040    1157.625000          88.76       20971520       42803520         41944576           2113056           1316160               320    0.899272            0.973088
Tesla V100-SXM2         1         7  _Z25multi_tensor_app        5862112    1144.943750          81.49       20938753       42737986         41880768           3480672           1314113               320    0.853102            0.974014
Tesla V100-SXM2         1         7  _Z25multi_tensor_app        3314042     647.273828          88.00       20919308       42699096         41840192           2102560           1312897               320    0.506619            0.967995
Tesla V100-SXM2         1         7  _Z25multi_tensor_app        3307124     645.922656          88.78       20867096       42594672         41738816           3494848           1309634               320    0.484699            0.965651
Tesla V100-SXM2         1         7  _Z25multi_tensor_app        3307124     645.922656          88.75       20867096       42594672         41735872           2102592           1309634               320    0.506076            0.967073
Tesla V100-SXM2         1         7  _Z25multi_tensor_app        4331146     845.926953          86.96       20790284       42441048         41582080           2102528           1304833               320    0.667898            0.955131
Tesla V100-SXM2         1         7  _Z25multi_tensor_app        5927040    1157.625000          87.49       20971520       42803520         41948096           3178560           1316160               320    0.872806            0.970241
Tesla V100-SXM2         1         7  _Z25multi_tensor_app        5112864     998.606250          87.33       20938753       42737986         41880192           7693312           1314113               320    0.663057            0.979851
Tesla V100-SXM2         1         7  _Z25multi_tensor_app        3316218     647.698828          88.64       20935704       42731888         41872960           2102560           1313922               320    0.506192            0.968792
Tesla V100-SXM2         1         7  _Z25multi_tensor_app        3314586     647.380078          88.24       20923416       42707312         41852992           3177632           1313154               320    0.487889            0.968712
Tesla V100-SXM2         1         7  _Z25multi_tensor_app        3314586     647.380078          89.27       20923416       42707312         41852992           3178368           1313154               320    0.484593            0.968239
Tesla V100-SXM2         1         7  _Z25multi_tensor_app        3308212     646.135156          88.55       20875312       42611104         41752320           2115296           1310148               320    0.505903            0.964417
Tesla V100-SXM2         1         7  _Z25multi_tensor_app        1688812     639.701515          80.64       10636312       21716309         21279040           2525696            667575               165    0.439423            0.493422
Tesla V100-SXM2         1         7  cleanup(float*, floa           1166      72.875000           0.32              0            640             3200               128                40                 1    0.512302            0.236956
Tesla V100-SXM2         1         7  void at::native::red            123     123.000000           0.63              0             11             9184            753120                 1                 1    0.017329            0.015625
Tesla V100-SXM2         1         7  void at::native::vec             84      21.000000           0.22              0              1             1664               224                 1                 1    0.058947            0.049561
Tesla V100-SXM2         1         7  void at::native::vec             84      21.000000           0.17              0              1                0               128                 1                 1    0.082434            0.052349
Tesla V100-SXM2         1         7  void at::native::vec            139      34.750000           0.14              0              0              256                 0                 1                 1    0.166667            0.050772
Tesla V100-SXM2         1         7  void at::native::vec            173      43.250000           0.14              0              0                0                 0                 2                 1    0.204250            0.050214
Tesla V100-SXM2         1         7  void at::native::vec            136      34.000000           0.18              0              0               64               128                 2                 1    0.124428            0.040714
Tesla V100-SXM2         1         7  _ZN2at6native27unrol       53109870     163.998314          98.15       41451521              0         82916992         166156800           2590721           5181441    1.343101            0.940670
Tesla V100-SXM2         1         7  void at::native::vec        5181520      16.000049          92.85              0              0             2528         185500032                 0           5181441    0.206196            0.828889
Tesla V100-SXM2         1         7  void at::native::vec        5181520      16.000049          97.35              0              0             2272         184766624                 0           5181441    0.206606            0.903620
Tesla V100-SXM2         1         7  void ls_adam_cuda_ke       64768329      49.999019          99.53       41451521      663224336        580321696         580341696          18135044          18135044    0.361673            0.899548
Tesla V100-SXM2         1         7  _ZN2at6native27unrol       16139022     163.994452          94.74       12596236              0         25206272          50700128            787265           1574530    1.298128            0.920559
Tesla V100-SXM2         1         7  void at::native::vec        1574608      16.000163          91.09              0              0             1632          50249696                 0           1574530    0.230950            0.852715
Tesla V100-SXM2         1         7  void at::native::vec        1574608      16.000163          91.01              0              0              480          49792384                 0           1574530    0.235816            0.841650
Tesla V100-SXM2         1         7  void ls_adam_cuda_ke       19681929      49.996771          98.60       12596236      201539776        176349216         176812704           5510855           5510855    0.362316            0.894941
Tesla V100-SXM2         1         7  _ZN2at6native27unrol       16139022     163.994452          94.47       12596236              0         25206400          50748416            787265           1574530    1.306103            0.922416
Tesla V100-SXM2         1         7  void at::native::vec        1574608      16.000163          91.01              0              0             1632          50262560                 0           1574530    0.230748            0.824316
Tesla V100-SXM2         1         7  void at::native::vec        1574608      16.000163          91.04              0              0              512          49931392                 0           1574530    0.233516            0.857116
Tesla V100-SXM2         1         7  void ls_adam_cuda_ke       19681929      49.996771          98.50       12596236      201539776        176367520         176386336           5510855           5510855    0.363815            0.895225
Tesla V100-SXM2         1         7  _ZN2at6native27unrol       16139022     163.994452          94.77       12596236              0         25192704          50260640            787265           1574530    1.348549            0.925181
Tesla V100-SXM2         1         7  void at::native::vec        1574608      16.000163          91.07              0              0             1504          50235936                 0           1574530    0.231395            0.848097
Tesla V100-SXM2         1         7  void at::native::vec        1574608      16.000163          90.86              0              0              512          49856512                 0           1574530    0.234955            0.847422
Tesla V100-SXM2         1         7  void ls_adam_cuda_ke       19681929      49.996771          98.70       12596236      201539776        176351008         219070496           5510855           5510855    0.321433            0.900656
Tesla V100-SXM2         1         7  _ZN2at6native27unrol       16139022     163.994452          94.70       12596236              0         25206912          60793280            787265           1574530    1.179730            0.928900
Tesla V100-SXM2         1         7  void at::native::vec        1574608      16.000163          90.73              0              0              480          49739008                 0           1574530    0.235879            0.841561
Tesla V100-SXM2         1         7  void at::native::vec        1574608      16.000163          89.38              0              0              384          46735968                 0           1574530    0.246053            0.792024
Tesla V100-SXM2         1         7  void ls_adam_cuda_ke       19681929      49.996771          98.71       12596236      201539776        176355392         219484160           5510855           5510855    0.320740            0.901681
Tesla V100-SXM2         1         7  _ZN2at6native27unrol       16139022     163.994452          94.43       12596236              0         25192704          50293280            787265           1574530    1.345329            0.923983
Tesla V100-SXM2         1         7  void at::native::vec        1574608      16.000163          90.88              0              0              480          49830912                 0           1574530    0.235608            0.842051
Tesla V100-SXM2         1         7  void at::native::vec        1574608      16.000163          90.95              0              0             2272          50312736                 0           1574530    0.229982            0.829103
Tesla V100-SXM2         1         7  void ls_adam_cuda_ke       19681929      49.996771          98.64       12596236      201539776        176347552         176312768           5510855           5510855    0.363443            0.895793
Tesla V100-SXM2         1         7  _ZN2at6native27unrol       16139022     163.994452          93.93       12596236              0         25192704          50314880            787265           1574530    1.352608            0.926266
Tesla V100-SXM2         1         7  void at::native::vec        1574608      16.000163          90.99              0              0             1632          50261120                 0           1574530    0.229944            0.789480
Tesla V100-SXM2         1         7  void at::native::vec        1574608      16.000163          90.84              0              0              512          49896416                 0           1574530    0.234700            0.848477
Tesla V100-SXM2         1         7  void ls_adam_cuda_ke       19681929      49.996771          98.70       12596236      201539776        176352544         219131296           5510855           5510855    0.320596            0.902439
Tesla V100-SXM2         1         7  _ZN2at6native27unrol           1312     164.000000           1.55           1024              0            15360            971520                64               128    0.059920            0.062460
Tesla V100-SXM2         1         7  void at::native::vec            128      16.000000           0.20              0              0                0               128                 0               128    0.110727            0.061689
Tesla V100-SXM2         1         7  void at::native::vec            128      16.000000           0.19              0              0                0               128                 0               128    0.111111            0.061632
Tesla V100-SXM2         1         7  void ls_adam_cuda_ke           1600      50.000000           0.28           1024          16384                0               128               448               448    0.828157            0.455082
Tesla V100-SXM2         1         7  _ZN2at6native27unrol           1312     164.000000           1.41           1024              0            12672               224                64               128    0.073766            0.062458
Tesla V100-SXM2         1         7  void at::native::vec            128      16.000000           0.20              0              0                0                 0                 0               128    0.111015            0.061633
Tesla V100-SXM2         1         7  void at::native::vec            128      16.000000           0.20              0              0                0               256                 0               128    0.111015            0.061687
Tesla V100-SXM2         1         7  void ls_adam_cuda_ke           1600      50.000000           0.47           1024          16384            16352            607328               448               448    0.405577            0.455149
Tesla V100-SXM2         1         7  _ZN2at6native27unrol       56048750     163.998402          98.34       43745281              0         87505344         175052032           2734081           5468161    1.342531            0.940768
Tesla V100-SXM2         1         7  void at::native::vec        5468240      16.000047          96.84              0              0              384         171356320                 0           5468161    0.233782            0.890849
Tesla V100-SXM2         1         7  void at::native::vec        5468240      16.000047          96.89              0              0              384         171362400                 0           5468161    0.233631            0.890042
Tesla V100-SXM2         1         7  void ls_adam_cuda_ke       68352329      49.999070          99.61       43745281      699924496        612441792         753057792          19138564          19138564    0.323345            0.902300
Tesla V100-SXM2         1         7  _ZN2at6native27unrol       34968846     163.997439          97.39       27292696              0         54599296         109470976           1705794           3411587    1.333108            0.936287
Tesla V100-SXM2         1         7  void at::native::vec        3411664      16.000075          95.61              0              0              480         108685824                 0           3411587    0.231913            0.891979
Tesla V100-SXM2         1         7  void at::native::vec        3411664      16.000075          95.13              0              0              128         105550048                 0           3411587    0.236154            0.867601
Tesla V100-SXM2         1         7  void ls_adam_cuda_ke       42645129      49.998510          99.35       27292696      436683136        382117472         382515264          11940555          11940555    0.362725            0.897481
Tesla V100-SXM2         1         7  _ZN2at6native27unrol       18831246     163.995245          95.06       14697496              0         29395200          58734720            918594           1837187    1.353698            0.928202
Tesla V100-SXM2         1         7  void at::native::vec        1837264      16.000139          92.32              0              0             1504          58632352                 0           1837187    0.230916            0.862077
Tesla V100-SXM2         1         7  void at::native::vec        1837264      16.000139          91.86              0              0             1536          56335104                 0           1837187    0.237259            0.846967
Tesla V100-SXM2         1         7  void ls_adam_cuda_ke       22965129      49.997233          98.78       14697496      235159936        205765216         205752480           6430155           6430155    0.362945            0.892008
Tesla V100-SXM2         1         7  _ZN2at6native27unrol       18831246     163.995245          95.50       14697496              0         29409888          58499808            918594           1837187    1.306050            0.925632
Tesla V100-SXM2         1         7  void at::native::vec        1837264      16.000139          92.82              0              0             4448          67404800                 0           1837187    0.202152            0.806628
Tesla V100-SXM2         1         7  void at::native::vec        1837264      16.000139          91.23              0              0              384          55190880                 0           1837187    0.242788            0.810341
Tesla V100-SXM2         1         7  void ls_adam_cuda_ke       22965129      49.997233          98.76       14697496      235159936        205766880         206246848           6430155           6430155    0.361883            0.895531
Tesla V100-SXM2         1         7  _ZN2at6native27unrol       18831246     163.995245          94.78       14697496              0         29395200          58640256            918594           1837187    1.354812            0.928669
Tesla V100-SXM2         1         7  void at::native::vec        1837264      16.000139          92.10              0              0             1632          58670816                 0           1837187    0.230336            0.833658
Tesla V100-SXM2         1         7  void at::native::vec        1837264      16.000139          91.17              0              0              384          55177632                 0           1837187    0.242766            0.813087
Tesla V100-SXM2         1         7  void ls_adam_cuda_ke       22965129      49.997233          98.78       14697496      235159936        205768576         255688256           6430155           6430155    0.320318            0.901798
Tesla V100-SXM2         1         7  _ZN2at6native27unrol       18831246     163.995245          95.26       14697496              0         29409824          58471264            918594           1837187    1.308975            0.925993
Tesla V100-SXM2         1         7  void at::native::vec        1837264      16.000139          89.70              0              0             1632          58684544                 0           1837187    0.230715            0.829934
Tesla V100-SXM2         1         7  void at::native::vec        1837264      16.000139          91.65              0              0             1536          56301568                 0           1837187    0.238346            0.842073
Tesla V100-SXM2         1         7  void ls_adam_cuda_ke       22965129      49.997233          98.78       14697496      235159936        205766752         206230464           6430155           6430155    0.362230            0.896409
Tesla V100-SXM2         1         7  _ZN2at6native27unrol       18831246     163.995245          95.09       14697496              0         29395200          58733824            918594           1837187    1.351792            0.927878
Tesla V100-SXM2         1         7  void at::native::vec        1837264      16.000139          91.84              0              0             1632          58670880                 0           1837187    0.230364            0.829727
Tesla V100-SXM2         1         7  void at::native::vec        1837264      16.000139          92.08              0              0             1504          58398368                 0           1837187    0.231947            0.867304
Tesla V100-SXM2         1         7  void ls_adam_cuda_ke       22965129      49.997233          98.80       14697496      235159936        205766752         206199360           6430155           6430155    0.361836            0.895107
Tesla V100-SXM2         1         7  _ZN2at6native27unrol           1312     164.000000           1.57           1024              0            15360            985856                64               128    0.058309            0.062461
Tesla V100-SXM2         1         7  void at::native::vec            128      16.000000           0.37              0              0             1152               224                 0               128    0.054677            0.062100
Tesla V100-SXM2         1         7  void at::native::vec            128      16.000000           0.37              0              0             1152               224                 0               128    0.054376            0.062075
Tesla V100-SXM2         1         7  void ls_adam_cuda_ke           1600      50.000000           0.27           1024          16384             2048                 0               448               448    0.877674            0.461619
Tesla V100-SXM2         1         7  _ZN2at6native27unrol           1312     164.000000           0.70           1024              0              512               128                64               128    0.243776            0.062314
Tesla V100-SXM2         1         7  void at::native::vec            128      16.000000           0.20              0              0                0                 0                 0               128    0.111015            0.061633
Tesla V100-SXM2         1         7  void at::native::vec            128      16.000000           0.37              0              0             1152               224                 0               128    0.054399            0.062075
Tesla V100-SXM2         1         7  void ls_adam_cuda_ke           1600      50.000000           0.27           1024          16384             2048               128               448               448    0.872886            0.462476
Tesla V100-SXM2         1         7  void at::native::vec             84      21.000000           0.17              0              1                0               128                 1                 1    0.080925            0.051782
Tesla V100-SXM2         1         7  void at::native::vec             88      22.000000           0.17              0              2                0                 0                 1                 1    0.085686            0.052763
Tesla V100-SXM2         1         7  void at::native::vec             84      21.000000           0.26              0              1             1728               128                 1                 1    0.049383            0.050430
Tesla V100-SXM2         1         7  void at::native::vec             88      22.000000           0.32              0              2             2112            474496                 1                 1    0.038311            0.046446
Tesla V100-SXM2         1         7  void at::native::vec             84      21.000000           0.15              0              1                0                 0                 1                 1    0.080925            0.051782
Tesla V100-SXM2         1         7  void at::native::vec             88      22.000000           0.17              0              2                0               192                 1                 1    0.085770            0.052784
Tesla V100-SXM2         1         7  void at::native::vec             88      22.000000           0.27              0              2             1728               128                 1                 1    0.049245            0.046639
Tesla V100-SXM2         1         7  void at::native::vec             88      22.000000           0.13              0              2                0               128                 1                 1    0.112102            0.049363
Tesla V100-SXM2         1         7  void at::native::vec             84      21.000000           0.17              0              1                0               192                 1                 1    0.081712            0.052134
Tesla V100-SXM2         1         7  void at::native::vec             84      21.000000           0.17              0              1               64                 0                 1                 1    0.082434            0.042198
Tesla V100-SXM2         1         7  void at::native::vec             84      21.000000           0.34              0              1             2752            484384                 1                 1    0.033386            0.051011
Tesla V100-SXM2         1         7  void at::native::vec             88      22.000000           0.17              0              2               64                 0                 1                 1    0.087475            0.041967
Tesla V100-SXM2         1         7  void at::native::vec             84      21.000000           0.13              0              1                0                 0                 1                 1    0.105000            0.049727
Tesla V100-SXM2         1         7  void at::native::vec             88      22.000000           0.13              0              2                0               128                 1                 1    0.112102            0.049124
Tesla V100-SXM2         1         7  void at::native::vec             84      21.000000           0.35              0              1             2368            491744                 1                 1    0.032270            0.053304
Tesla V100-SXM2         1         7  void at::native::vec             88      22.000000           0.16              0              2               64                 0                 1                 1    0.088176            0.042147
Tesla V100-SXM2         1         7  void at::native::vec             84      21.000000           0.17              0              1                0                 0                 1                 1    0.081633            0.052296
Tesla V100-SXM2         1         7  void at::native::vec             88      22.000000           0.28              0              2             2112            461056                 1                 1    0.044967            0.047410
Tesla V100-SXM2         1         7  void at::native::vec             84      21.000000           0.35              0              1             2368            487040                 1                 1    0.032890            0.054522
Tesla V100-SXM2         1         7  void at::native::vec             84      21.000000           0.33              0              1             2624            477984                 1                 1    0.035654            0.053931
Tesla V100-SXM2         1         7  void at::native::vec             84      21.000000           0.25              0              1             1728               128                 1                 1    0.049616            0.050428
Tesla V100-SXM2         1         7  void at::native::vec             88      22.000000           0.24              0              2             1728               224                 1                 1    0.055381            0.050248
Tesla V100-SXM2         1         7  void at::native::vec             84      21.000000           0.35              0              1             2368            490048                 1                 1    0.032049            0.052616
Tesla V100-SXM2         1         7  void at::native::vec             88      22.000000           0.25              0              2             2112            444128                 1                 1    0.052600            0.050900
Tesla V100-SXM2         1         7  void at::native::vec             84      21.000000           0.17              0              1                0                 0                 1                 1    0.081633            0.052174
